6226.000000 183319.000000
6116.000000 183329.000000
6108.000000 184489.000000
6100.000000 184523.000000
6098.000000 184656.000000
6088.000000 185092.000000
6056.000000 186597.000000
6009.000000 186672.000000
5971.000000 186858.000000
5970.000000 187571.000000
5966.000000 187728.000000
5944.000000 187798.000000
5943.000000 187934.000000
5941.000000 188005.000000
5940.000000 188073.000000
5929.000000 188116.000000
5928.000000 188257.000000
5927.000000 188330.000000
5924.000000 190009.000000
5880.000000 190014.000000
5878.000000 190443.000000
5865.000000 190459.000000
5863.000000 190911.000000
5862.000000 191316.000000
5856.000000 192329.000000
5855.000000 192508.000000
5840.000000 192510.000000
