6124.000000 171467.000000
6070.000000 172358.000000
6054.000000 173559.000000
5991.000000 173611.000000
5978.000000 173691.000000
5969.000000 173835.000000
5962.000000 173852.000000
5956.000000 174319.000000
5954.000000 175310.000000
5950.000000 175355.000000
5949.000000 175370.000000
5942.000000 176515.000000
5941.000000 176595.000000
5940.000000 176836.000000
5937.000000 177785.000000
5917.000000 178919.000000
5906.000000 186591.000000
5902.000000 186845.000000
5840.000000 186869.000000
5839.000000 187263.000000
5836.000000 187456.000000
5812.000000 192956.000000
